PublicKey,RootTaxonomy,ChildTaxonomy,questionText,questionType,difficulty,workflowStatus
GMATH_030,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 30)",SINGLE_SELECT,EASY,PRACTICE
GMATH_031,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 31),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_032,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 32),SINGLE_SELECT,HARD,PRACTICE
GMATH_033,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 33),SINGLE_SELECT,EASY,PRACTICE
GMATH_034,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 34),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_035,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 35),SINGLE_SELECT,HARD,PRACTICE
GMATH_036,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 36),SINGLE_SELECT,EASY,PRACTICE
GMATH_037,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 37),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_038,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 38),SINGLE_SELECT,HARD,PRACTICE
GMATH_039,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 39),SINGLE_SELECT,EASY,PRACTICE
GMATH_040,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 40)",SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_041,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 41),SINGLE_SELECT,HARD,PRACTICE
GMATH_042,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 42),SINGLE_SELECT,EASY,PRACTICE
GMATH_043,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 43),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_044,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 44),SINGLE_SELECT,HARD,PRACTICE
GMATH_045,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 45),SINGLE_SELECT,EASY,PRACTICE
GMATH_046,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 46),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_047,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 47),SINGLE_SELECT,HARD,PRACTICE
GMATH_048,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 48),SINGLE_SELECT,EASY,PRACTICE
GMATH_049,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 49),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_050,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 50)",SINGLE_SELECT,HARD,PRACTICE
GMATH_051,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 51),SINGLE_SELECT,EASY,PRACTICE
GMATH_052,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 52),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_053,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 53),SINGLE_SELECT,HARD,PRACTICE
GMATH_054,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 54),SINGLE_SELECT,EASY,PRACTICE
GMATH_055,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 55),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_056,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 56),SINGLE_SELECT,HARD,PRACTICE
GMATH_057,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 57),SINGLE_SELECT,EASY,PRACTICE
GMATH_058,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 58),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_059,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 59),SINGLE_SELECT,HARD,PRACTICE
GMATH_060,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 60)",SINGLE_SELECT,EASY,PRACTICE
GMATH_061,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 61),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_062,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 62),SINGLE_SELECT,HARD,PRACTICE
GMATH_063,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 63),SINGLE_SELECT,EASY,PRACTICE
GMATH_064,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 64),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_065,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 65),SINGLE_SELECT,HARD,PRACTICE
GMATH_066,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 66),SINGLE_SELECT,EASY,PRACTICE
GMATH_067,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 67),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_068,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 68),SINGLE_SELECT,HARD,PRACTICE
GMATH_069,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 69),SINGLE_SELECT,EASY,PRACTICE
GMATH_070,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 70)",SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_071,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 71),SINGLE_SELECT,HARD,PRACTICE
GMATH_072,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 72),SINGLE_SELECT,EASY,PRACTICE
GMATH_073,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 73),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_074,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 74),SINGLE_SELECT,HARD,PRACTICE
GMATH_075,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 75),SINGLE_SELECT,EASY,PRACTICE
GMATH_076,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 76),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_077,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 77),SINGLE_SELECT,HARD,PRACTICE
GMATH_078,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 78),SINGLE_SELECT,EASY,PRACTICE
GMATH_079,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 79),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_080,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 80)",SINGLE_SELECT,HARD,PRACTICE
GMATH_081,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 81),SINGLE_SELECT,EASY,PRACTICE
GMATH_082,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 82),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_083,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 83),SINGLE_SELECT,HARD,PRACTICE
GMATH_084,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 84),SINGLE_SELECT,EASY,PRACTICE
GMATH_085,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 85),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_086,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 86),SINGLE_SELECT,HARD,PRACTICE
GMATH_087,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 87),SINGLE_SELECT,EASY,PRACTICE
GMATH_088,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 88),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_089,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 89),SINGLE_SELECT,HARD,PRACTICE
GMATH_090,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 90)",SINGLE_SELECT,EASY,PRACTICE
GMATH_091,LANDELS,GENERAL_MATHS,What is 1/2 + 1/4? (Question 91),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_092,LANDELS,GENERAL_MATHS,Which fraction is equivalent to 2/3? (Question 92),SINGLE_SELECT,HARD,PRACTICE
GMATH_093,LANDELS,GENERAL_MATHS,What is 3.5 + 2.4? (Question 93),SINGLE_SELECT,EASY,PRACTICE
GMATH_094,LANDELS,GENERAL_MATHS,What is 4.2 × 10? (Question 94),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_095,LANDELS,GENERAL_MATHS,How many degrees are in a right angle? (Question 95),SINGLE_SELECT,HARD,PRACTICE
GMATH_096,LANDELS,GENERAL_MATHS,How many sides does a hexagon have? (Question 96),SINGLE_SELECT,EASY,PRACTICE
GMATH_097,LANDELS,GENERAL_MATHS,Area of a rectangle 5×4? (Question 97),SINGLE_SELECT,MEDIUM,PRACTICE
GMATH_098,LANDELS,GENERAL_MATHS,Volume of a box 2×3×4? (Question 98),SINGLE_SELECT,HARD,PRACTICE
GMATH_099,LANDELS,GENERAL_MATHS,Simplify ratio 4:8 (Question 99),SINGLE_SELECT,EASY,PRACTICE
GMATH_100,LANDELS,GENERAL_MATHS,"If red:blue is 2:3, total 15 marbles. Red? (Question 100)",SINGLE_SELECT,MEDIUM,PRACTICE
