PublicKey,RootTaxonomy,ChildTaxonomy,questionText,questionType,difficulty,workflowStatus
STEAM_056,CBSE,STEAM,A device has potential difference 12 V and current 2 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_057,CBSE,STEAM,A device has potential difference 10 V and current 5 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_058,CBSE,STEAM,A device has potential difference 9 V and current 3 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_059,CBSE,STEAM,A device has potential difference 6 V and current 0.5 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_060,CBSE,STEAM,A device has potential difference 24 V and current 4 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_061,CBSE,STEAM,A device has potential difference 15 V and current 3 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_062,CBSE,STEAM,A device has potential difference 20 V and current 2 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_063,CBSE,STEAM,A device has potential difference 18 V and current 6 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_064,CBSE,STEAM,A device has potential difference 30 V and current 5 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_065,CBSE,STEAM,A device has potential difference 8 V and current 2 A. What is its resistance?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_066,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 1 kg object raised by 10 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_067,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 2 kg object raised by 5 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_068,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 3 kg object raised by 4 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_069,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 5 kg object raised by 2 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_070,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 10 kg object raised by 3 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_071,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 4 kg object raised by 8 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_072,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 6 kg object raised by 6 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_073,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 7 kg object raised by 5 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_074,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 8 kg object raised by 10 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_075,CBSE,STEAM,"Using g = 10 m/s², what is the gravitational potential energy of a 12 kg object raised by 4 m?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_076,CBSE,STEAM,A wave has frequency 50 Hz and wavelength 2 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_077,CBSE,STEAM,A wave has frequency 100 Hz and wavelength 3 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_078,CBSE,STEAM,A wave has frequency 200 Hz and wavelength 1.5 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_079,CBSE,STEAM,A wave has frequency 250 Hz and wavelength 2 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_080,CBSE,STEAM,A wave has frequency 300 Hz and wavelength 0.5 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_081,CBSE,STEAM,A wave has frequency 400 Hz and wavelength 0.75 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_082,CBSE,STEAM,A wave has frequency 500 Hz and wavelength 0.6 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_083,CBSE,STEAM,A wave has frequency 60 Hz and wavelength 5 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_084,CBSE,STEAM,A wave has frequency 80 Hz and wavelength 4 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_085,CBSE,STEAM,A wave has frequency 120 Hz and wavelength 2.5 m. What is its speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_086,CBSE,STEAM,An object starts with speed 0 m/s and accelerates at 2 m/s² for 5 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_087,CBSE,STEAM,An object starts with speed 5 m/s and accelerates at 1 m/s² for 10 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_088,CBSE,STEAM,An object starts with speed 10 m/s and accelerates at 2 m/s² for 4 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_089,CBSE,STEAM,An object starts with speed 3 m/s and accelerates at 3 m/s² for 6 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_090,CBSE,STEAM,An object starts with speed 4 m/s and accelerates at 2 m/s² for 8 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_091,CBSE,STEAM,An object starts with speed 2 m/s and accelerates at 5 m/s² for 3 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_092,CBSE,STEAM,An object starts with speed 6 m/s and accelerates at 4 m/s² for 5 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_093,CBSE,STEAM,An object starts with speed 8 m/s and accelerates at 1 m/s² for 12 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_094,CBSE,STEAM,An object starts with speed 12 m/s and accelerates at 2 m/s² for 6 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_095,CBSE,STEAM,An object starts with speed 15 m/s and accelerates at 3 m/s² for 5 s. What is its final speed?,SINGLE_SELECT,HARD,PRACTICE
STEAM_096,CBSE,STEAM,What is the chemical symbol of hydrogen?,SINGLE_SELECT,EASY,PRACTICE
STEAM_097,CBSE,STEAM,What is the chemical symbol of helium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_098,CBSE,STEAM,What is the chemical symbol of lithium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_099,CBSE,STEAM,What is the chemical symbol of carbon?,SINGLE_SELECT,EASY,PRACTICE
STEAM_100,CBSE,STEAM,What is the chemical symbol of nitrogen?,SINGLE_SELECT,EASY,PRACTICE
STEAM_101,CBSE,STEAM,What is the chemical symbol of oxygen?,SINGLE_SELECT,EASY,PRACTICE
STEAM_102,CBSE,STEAM,What is the chemical symbol of sodium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_103,CBSE,STEAM,What is the chemical symbol of magnesium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_104,CBSE,STEAM,What is the chemical symbol of aluminium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_105,CBSE,STEAM,What is the chemical symbol of silicon?,SINGLE_SELECT,EASY,PRACTICE
STEAM_106,CBSE,STEAM,What is the chemical symbol of phosphorus?,SINGLE_SELECT,EASY,PRACTICE
STEAM_107,CBSE,STEAM,What is the chemical symbol of sulfur?,SINGLE_SELECT,EASY,PRACTICE
STEAM_108,CBSE,STEAM,What is the chemical symbol of chlorine?,SINGLE_SELECT,EASY,PRACTICE
STEAM_109,CBSE,STEAM,What is the chemical symbol of argon?,SINGLE_SELECT,EASY,PRACTICE
STEAM_110,CBSE,STEAM,What is the chemical symbol of potassium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_111,CBSE,STEAM,What is the chemical symbol of calcium?,SINGLE_SELECT,EASY,PRACTICE
STEAM_112,CBSE,STEAM,What is the chemical symbol of iron?,SINGLE_SELECT,EASY,PRACTICE
STEAM_113,CBSE,STEAM,What is the chemical symbol of copper?,SINGLE_SELECT,EASY,PRACTICE
STEAM_114,CBSE,STEAM,What is the chemical symbol of zinc?,SINGLE_SELECT,EASY,PRACTICE
STEAM_115,CBSE,STEAM,What is the chemical symbol of silver?,SINGLE_SELECT,EASY,PRACTICE
STEAM_116,CBSE,STEAM,What is the atomic number of Helium (He)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_117,CBSE,STEAM,What is the atomic number of Lithium (Li)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_118,CBSE,STEAM,What is the atomic number of Carbon (C)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_119,CBSE,STEAM,What is the atomic number of Nitrogen (N)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_120,CBSE,STEAM,What is the atomic number of Oxygen (O)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_121,CBSE,STEAM,What is the atomic number of Sodium (Na)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_122,CBSE,STEAM,What is the atomic number of Magnesium (Mg)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_123,CBSE,STEAM,What is the atomic number of Aluminium (Al)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_124,CBSE,STEAM,What is the atomic number of Silicon (Si)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_125,CBSE,STEAM,What is the atomic number of Phosphorus (P)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_126,CBSE,STEAM,What is the atomic number of Sulfur (S)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_127,CBSE,STEAM,What is the atomic number of Chlorine (Cl)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_128,CBSE,STEAM,What is the atomic number of Argon (Ar)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_129,CBSE,STEAM,What is the atomic number of Potassium (K)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_130,CBSE,STEAM,What is the atomic number of Calcium (Ca)?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_131,CBSE,STEAM,What is the formula of carbon dioxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_132,CBSE,STEAM,What is the formula of ammonia?,SINGLE_SELECT,EASY,PRACTICE
STEAM_133,CBSE,STEAM,What is the formula of methane?,SINGLE_SELECT,EASY,PRACTICE
STEAM_134,CBSE,STEAM,What is the formula of calcium carbonate?,SINGLE_SELECT,EASY,PRACTICE
STEAM_135,CBSE,STEAM,What is the formula of sodium bicarbonate?,SINGLE_SELECT,EASY,PRACTICE
STEAM_136,CBSE,STEAM,What is the formula of hydrochloric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_137,CBSE,STEAM,What is the formula of sulfuric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_138,CBSE,STEAM,What is the formula of nitric acid?,SINGLE_SELECT,EASY,PRACTICE
STEAM_139,CBSE,STEAM,What is the formula of sodium hydroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_140,CBSE,STEAM,What is the formula of calcium hydroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_141,CBSE,STEAM,What is the formula of glucose?,SINGLE_SELECT,EASY,PRACTICE
STEAM_142,CBSE,STEAM,What is the formula of oxygen gas?,SINGLE_SELECT,EASY,PRACTICE
STEAM_143,CBSE,STEAM,What is the formula of ozone?,SINGLE_SELECT,EASY,PRACTICE
STEAM_144,CBSE,STEAM,What is the formula of hydrogen peroxide?,SINGLE_SELECT,EASY,PRACTICE
STEAM_145,CBSE,STEAM,What is the formula of ethanol?,SINGLE_SELECT,EASY,PRACTICE
STEAM_146,CBSE,STEAM,A solution has pH 1. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_147,CBSE,STEAM,A solution has pH 2. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_148,CBSE,STEAM,A solution has pH 3. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_149,CBSE,STEAM,A solution has pH 4. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_150,CBSE,STEAM,A solution has pH 5. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_151,CBSE,STEAM,A solution has pH 6. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_152,CBSE,STEAM,A solution has pH 8. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_153,CBSE,STEAM,A solution has pH 9. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_154,CBSE,STEAM,A solution has pH 10. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_155,CBSE,STEAM,A solution has pH 11. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_156,CBSE,STEAM,A solution has pH 12. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_157,CBSE,STEAM,A solution has pH 13. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_158,CBSE,STEAM,A solution has pH 7 at 25°C. How is it classified?,SINGLE_SELECT,EASY,PRACTICE
STEAM_159,CBSE,STEAM,How many moles are present in 36 g of water if its molar mass is 18 g/mol?,SINGLE_SELECT,HARD,PRACTICE
STEAM_160,CBSE,STEAM,How many moles are present in 88 g of carbon dioxide if its molar mass is 44 g/mol?,SINGLE_SELECT,HARD,PRACTICE
STEAM_161,CBSE,STEAM,How many moles are present in 117 g of sodium chloride if its molar mass is 58.5 g/mol?,SINGLE_SELECT,HARD,PRACTICE
STEAM_162,CBSE,STEAM,How many moles are present in 64 g of oxygen gas if its molar mass is 32 g/mol?,SINGLE_SELECT,HARD,PRACTICE
STEAM_163,CBSE,STEAM,How many moles are present in 56 g of nitrogen gas if its molar mass is 28 g/mol?,SINGLE_SELECT,HARD,PRACTICE
STEAM_164,CBSE,STEAM,Burning magnesium in oxygen forms magnesium oxide. What type of reaction is this?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_165,CBSE,STEAM,Calcium carbonate breaks down on heating to calcium oxide and carbon dioxide. What type of reaction is this?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_166,CBSE,STEAM,Zinc reacts with copper sulphate and forms zinc sulphate and copper. What type of reaction is this?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_167,CBSE,STEAM,Hydrochloric acid reacts with sodium hydroxide to form salt and water. What type of reaction is this?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_168,CBSE,STEAM,Silver nitrate reacts with sodium chloride to form silver chloride precipitate. What type of reaction is this?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_169,CBSE,STEAM,Which cell organelle is known as the powerhouse of the cell?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_170,CBSE,STEAM,Which cell structure is present in plant cells but not in animal cells?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_171,CBSE,STEAM,Which tissue transports water in plants?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_172,CBSE,STEAM,Which tissue transports food in plants?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_173,CBSE,STEAM,Which part of the human brain controls balance and posture?,SINGLE_SELECT,HARD,PRACTICE
STEAM_174,CBSE,STEAM,Which blood component helps in clotting?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_175,CBSE,STEAM,Where does most digestion and absorption of food occur?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_176,CBSE,STEAM,Which enzyme in saliva begins starch digestion?,SINGLE_SELECT,HARD,PRACTICE
STEAM_177,CBSE,STEAM,Which part of the nephron filters blood?,SINGLE_SELECT,HARD,PRACTICE
STEAM_178,CBSE,STEAM,Which hormone regulates blood sugar by lowering it?,SINGLE_SELECT,HARD,PRACTICE
STEAM_179,CBSE,STEAM,Which part of a flower becomes the fruit after fertilisation?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_180,CBSE,STEAM,Which part of a flower produces pollen grains?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_181,CBSE,STEAM,Which genetic material carries hereditary information?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_182,CBSE,STEAM,What is the basic unit of heredity?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_183,CBSE,STEAM,Which process produces gametes with half the chromosome number?,SINGLE_SELECT,HARD,PRACTICE
STEAM_184,CBSE,STEAM,Which type of reproduction involves only one parent?,SINGLE_SELECT,EASY,PRACTICE
STEAM_185,CBSE,STEAM,Which disease is caused by deficiency of vitamin C?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_186,CBSE,STEAM,Which disease is caused by deficiency of iodine?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_187,CBSE,STEAM,Which microorganism causes malaria?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_188,CBSE,STEAM,Which mosquito commonly spreads dengue?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_189,CBSE,STEAM,Which gas is released by plants during photosynthesis?,SINGLE_SELECT,EASY,PRACTICE
STEAM_190,CBSE,STEAM,Which part of the human respiratory system contains alveoli?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_191,CBSE,STEAM,Which pigment gives red blood cells their colour?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_192,CBSE,STEAM,Which organ produces bile?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_193,CBSE,STEAM,Which organ stores bile?,SINGLE_SELECT,HARD,PRACTICE
STEAM_194,CBSE,STEAM,Which joint is found at the shoulder?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_195,CBSE,STEAM,Which part of the eye controls the amount of light entering?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_196,CBSE,STEAM,Which part of the eye forms the image?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_197,CBSE,STEAM,Which plant tissue is responsible for growth at tips?,SINGLE_SELECT,HARD,PRACTICE
STEAM_198,CBSE,STEAM,Which kingdom includes bacteria in the five-kingdom classification?,SINGLE_SELECT,HARD,PRACTICE
STEAM_199,CBSE,STEAM,"In a mango plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_200,CBSE,STEAM,"In a grass plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_201,CBSE,STEAM,"In a pea plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_202,CBSE,STEAM,"In a hibiscus plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_203,CBSE,STEAM,"In a spinach plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_204,CBSE,STEAM,"In a neem plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_205,CBSE,STEAM,"In a rose plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_206,CBSE,STEAM,"In a banana plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_207,CBSE,STEAM,"In a mustard plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_208,CBSE,STEAM,"In a sunflower plant, which structure mainly performs photosynthesis?",SINGLE_SELECT,EASY,PRACTICE
STEAM_209,CBSE,STEAM,What is the main function of the human heart?,SINGLE_SELECT,EASY,PRACTICE
STEAM_210,CBSE,STEAM,What is the main function of the human lungs?,SINGLE_SELECT,EASY,PRACTICE
STEAM_211,CBSE,STEAM,What is the main function of the human stomach?,SINGLE_SELECT,EASY,PRACTICE
STEAM_212,CBSE,STEAM,What is the main function of the human kidney?,SINGLE_SELECT,EASY,PRACTICE
STEAM_213,CBSE,STEAM,What is the main function of the human brain?,SINGLE_SELECT,EASY,PRACTICE
STEAM_214,CBSE,STEAM,What is the main function of the human liver?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_215,CBSE,STEAM,What is the main function of the human skin?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_216,CBSE,STEAM,What is the main function of the human small intestine?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_217,CBSE,STEAM,What is the main function of the human pancreas?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_218,CBSE,STEAM,What is the main function of the human testes?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_219,CBSE,STEAM,What is the main function of the human ovary?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_220,CBSE,STEAM,What is the main function of the human bone marrow?,SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_221,CBSE,STEAM,"In a food chain, what role does grass usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_222,CBSE,STEAM,"In a food chain, what role does deer usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
STEAM_223,CBSE,STEAM,"In a food chain, what role does tiger usually play?",SINGLE_SELECT,MEDIUM,PRACTICE
